pair_a,pair_b,coint_pvalue,coint_score,hedge_ratio,half_life,spread_std,adf_pvalue,adf_stat
CADJPY,CHFJPY,0.08008820023867724,-3.142464205455572,0.42622163464719715,143.00453435372486,0.06312941839938029,0.023561501894223458,-3.1425333863224085
CADCHF,CHFJPY,0.08028723260250814,-3.141396035147116,-0.5738191295158621,142.86819026832129,0.06312304092194129,0.023650744373528685,-3.141198938406452
NZDUSD,CHFJPY,0.08068257249633004,-3.139280452894715,-0.37721430690573055,139.48363342340429,0.07718757835422681,0.023795451694645392,-3.1390443337800753
NZDJPY,CADCHF,0.08275780281295148,-3.1283063529648802,-0.5494479158464414,138.6593175747581,0.09456890836710936,0.02454036304701334,-3.1281287475941197
GBPUSD,EURAUD,0.08598100306622514,-3.1116795448669308,-0.7373617927364781,171.55505154414342,0.08072215684104289,0.025707816302964606,-3.1115825701563695
GBPCHF,EURCAD,0.08870193155460715,-3.098016264449384,-1.0795034265960262,184.68562575988153,0.1011548878637042,0.02628821381684712,-3.103595953578708
AUDJPY,CHFJPY,0.08973127794705316,-3.092931813630708,0.2697266403105526,149.619214089164,0.07437137312777939,0.027108149557752384,-3.0925673556806355
EURUSD,EURCAD,0.09018200929698356,-3.090719588656981,-0.4411049043228094,184.17202126863748,0.08876913085133877,0.027258119289207152,-3.0905812041620155
EURJPY,NZDCHF,0.09049989226629834,-3.08916451412503,-0.7350690024848323,142.90526707232732,0.09059268562016973,0.02735528129252278,-3.0892994152112636
AUDNZD,EURCAD,0.09145517169235884,-3.0845164932659963,-0.7987361854364996,156.3536693905537,0.057200572127568836,0.027724234011238493,-3.0844673421950533
EURAUD,NZDCHF,0.0916422845396685,-3.083610454595767,-0.5293218800658638,157.1647300936781,0.055738351205724075,0.03217343974868968,-3.0301460882568083
